topic_id,category,pillar,title,observation,claim,novelty,scope,region,footage,demonstration,evidence_status,support_review,editorial_scores,editorial_note,sources,subject,claim_id
transport-005,transport,travel,Why a car mirror has a dotted vertical line,a car mirror has a dotted vertical line,Some mirrors divide standard and aspheric zones to widen the field of view.,Some mirrors divide standard and aspheric zones to widen the field of view.,The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film a car mirror has a dotted vertical line; start with the visible detail, then a different close-up of the same object.",Trace rays through the two mirror zones.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://www.magna.com/docs/default-source/ces-media-kit-assets/company-information/media-kit_driver-assistance_magna.pdf?sfvrsn=ea47783d_2"", ""publisher"": ""magna.com""}, {""url"": ""https://www.magna.com/products/exterior-interior/mirrors/actuators"", ""publisher"": ""magna.com""}, {""url"": ""https://www.magna.com/stories/tech-talks/2026/the-next-generation-of-safety-is-already-in-the-driver-s-line-of-sight"", ""publisher"": ""magna.com""}]",a-car-mirror-has-a-dotted-vertical-line,mechanism-46f8347341c9a4bb
transport-006,transport,travel,Why the passenger mirror makes cars look smaller,the passenger mirror makes cars look smaller,A convex surface widens the view while reducing apparent image size.,A convex surface widens the view while reducing apparent image size.,The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film the passenger mirror makes cars look smaller; start with the visible detail, then a different close-up of the same object.",Compare a flat and convex mirror's ray paths.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://www.nhtsa.gov/interpretations/1786y"", ""publisher"": ""nhtsa.gov""}, {""url"": ""https://static.nhtsa.gov/odi/inv/2011/INRD-EA11003-50073P.pdf"", ""publisher"": ""nhtsa.gov""}, {""url"": ""https://www.nhtsa.gov/sites/nhtsa.gov/files/fmvss/Rear_Visibility_NPRM_12032010.pdf"", ""publisher"": ""nhtsa.gov""}]",the-passenger-mirror-makes-cars-look-smaller,mechanism-747440096ea6ee00
transport-007,transport,travel,Why an automatic rear-view mirror darkens,an automatic rear-view mirror darkens,An electrochromic layer changes transmission in response to detected glare.,An electrochromic layer changes transmission in response to detected glare.,The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film an automatic rear-view mirror darkens; start with the visible detail, then a different close-up of the same object.",Show sensor input changing the mirror layer.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://ir.gentex.com/static-files/e0cb915a-ca7f-4957-9684-238c4267530b"", ""publisher"": ""gentex.com""}, {""url"": ""https://ir.gentex.com/static-files/badcf208-ecb7-45c8-b749-d809f14ec3f1"", ""publisher"": ""gentex.com""}, {""url"": ""https://ir.gentex.com/static-files/a642b8cb-422a-4c3c-bf25-887569ce3aec"", ""publisher"": ""gentex.com""}]",an-automatic-rear-view-mirror-darkens,mechanism-b3298f59ae7028dc
transport-008,transport,travel,Why a windscreen has a black dotted border,a windscreen has a black dotted border,The ceramic frit masks and protects bonding areas; dotted transitions soften the visible border.,The ceramic frit masks and protects bonding areas; dotted transitions soften the visible border.,The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film a windscreen has a black dotted border; start with the visible detail, then a different close-up of the same object.",Show the adhesive behind the frit band.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://www.agc-automotive.com/news/p-polarized-head-up-display"", ""publisher"": ""agc-automotive.com""}, {""url"": ""https://www.agc-automotive.com/de/news/p-polarized-head-up-display"", ""publisher"": ""agc-automotive.com""}, {""url"": ""https://www.agc-automotive.com/news/agcs-digital-curtain-light-control-glass-adopted-for-toyotas-century"", ""publisher"": ""agc-automotive.com""}]",a-windscreen-has-a-black-dotted-border,mechanism-1831f8f00d1f93b4
transport-009,transport,travel,Why rear windows use visible wires to clear mist,rear windows use visible wires to clear mist,Resistive tracks warm the glass and help remove condensation.,Resistive tracks warm the glass and help remove condensation.,The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film rear windows use visible wires to clear mist; start with the visible detail, then a different close-up of the same object.",Trace current and heat through the rear screen.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://www.pilkington.com/en/gbl/automotive-glass/automotive-glass-overview/automotive-product-catalogue/backlites/hydrophobic-coatings"", ""publisher"": ""pilkington.com""}, {""url"": ""https://www.pilkington.com/en-gb/united-kingdom/automotive-glass/automotive-glass-overview/automotive-product-catalogue/backlites/heated"", ""publisher"": ""pilkington.com""}, {""url"": ""https://www.pilkington.com/en-us/united-states-and-canada/knowledge-hub-selection/architectural-and-technical-glass-knowledge-hub/learn-about-glass-technology/glass-in-vehicles/water-management"", ""publisher"": ""pilkington.com""}]",architectural-glazing,mechanism-706026509c0e67b9
transport-010,transport,travel,Why windscreen wipers flip direction at each stroke,windscreen wipers flip direction at each stroke,The flexible wiping edge changes its contact orientation as motion reverses.,The flexible wiping edge changes its contact orientation as motion reverses.,Bosch two-material wiper rubber design; other blade constructions may differ.,Global where the specified design is used,"Film windscreen wipers flip direction at each stroke; start with the visible detail, then a different close-up of the same object.",Magnify the rubber edge at stroke reversal.,reviewed,"{""reviewed_at"": ""2026-09-16T10:38:58.692182+00:00"", ""method"": ""Editorial comparison of stated mechanism with retrieved primary text"", ""finding"": ""The flexible wiping edge changes its contact orientation as motion reverses."", ""scope"": ""Bosch two-material wiper rubber design; other blade constructions may differ.""}","{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 3, ""visuals"": 3}",,"[{""url"": ""https://www.boschaftermarket.com/xrm/media/images/country_specific/za/services_20/xx_pdfs_31/bosch_wipers_aerotwin_jet_blade.pdf"", ""publisher"": ""boschaftermarket.com"", ""passage"": ""allowing the wiper to turn over flexibly and without noise during direction changes."", ""retrieved_at"": ""2026-09-16T10:36:36.908333+00:00""}]",windscreen-wipers-flip-direction-at-each-stroke,mechanism-92600a84414a6522
transport-011,transport,travel,Why some tyres have tiny rubber hairs,some tyres have tiny rubber hairs,Vent features in tyre moulds can leave small rubber projections.,Vent features in tyre moulds can leave small rubber projections.,The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film some tyres have tiny rubber hairs; start with the visible detail, then a different close-up of the same object.",Show rubber entering a mould vent.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://pro.africa.michelin.com/en/tyres/michelin-xdr-250"", ""publisher"": ""michelin.com""}, {""url"": ""https://www.michelin.com/en/publications/group/tire-technology-expo-2024-michelin-innovates-to-push-forward-knowledge-on-tire-and-road-wear-particles"", ""publisher"": ""michelin.com""}, {""url"": ""https://middle-east.michelin.com/en/auto/assistance/glossary"", ""publisher"": ""michelin.com""}]",tyres,mechanism-58368a74ff1846bb
transport-012,transport,travel,Why new tyres have coloured stripes on the tread,new tyres have coloured stripes on the tread,Manufacturing and logistics markings can identify tyre stock during production and handling.,Manufacturing and logistics markings can identify tyre stock during production and handling.,The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film new tyres have coloured stripes on the tread; start with the visible detail, then a different close-up of the same object.",Track a marked tread through factory sorting.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://www.continental-tires.com/tire-knowledge/motorcycle-tires-discoloration/"", ""publisher"": ""continental-tires.com""}, {""url"": ""https://www.continental-tires.com/us/en/products/truck/resources/insights/made-in-the-usa/"", ""publisher"": ""continental-tires.com""}, {""url"": ""https://www.continental-tires.com/us/en/products/truck/resources/insights/how-to-read-tire-dot-code/"", ""publisher"": ""continental-tires.com""}]",tyres,mechanism-140eba197e07b795
transport-013,transport,travel,Why tyre grooves are not all the same direction,tyre grooves are not all the same direction,Asymmetric tyres can put water-clearing grooves on the inside and larger handling blocks on the outside.,"Pattern geometry balances water evacuation, traction, wear and noise for the intended tyre.",Asymmetric tyre design example; do not apply this layout to every tread pattern.,Global where the specified design is used,"Film tyre grooves are not all the same direction; start with the visible detail, then a different close-up of the same object.",Trace water through a specified tread pattern.,reviewed,"{""reviewed_at"": ""2026-09-16T10:38:58.698220+00:00"", ""method"": ""Editorial comparison of stated mechanism with retrieved primary text"", ""finding"": ""Asymmetric tyres can put water-clearing grooves on the inside and larger handling blocks on the outside."", ""scope"": ""Asymmetric tyre design example; do not apply this layout to every tread pattern.""}","{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 3, ""visuals"": 3}",,"[{""url"": ""https://africa.michelin.com/en/auto/assistance/glossary"", ""publisher"": ""michelin.com"", ""passage"": ""The inside shoulder has more grooves for water evacuation and massive tread blocks on the outside shoulder make for maximum handling."", ""retrieved_at"": ""2026-09-16T10:36:45.658111+00:00""}]",tyres,mechanism-fc43ce1224a07e9c
transport-014,transport,travel,Why tyre tread blocks have tiny slits,tyre tread blocks have tiny slits,Winter tyre sipes and block edges grip and pack snow into pockets; too many sipes would reduce tread-block stability on dry roads.,"Sipes create additional edges and influence block flexibility, especially for winter grip.",Winter tyre example; summer tyres use different stiffness and traction priorities.,Global where the specified design is used,"Film tyre tread blocks have tiny slits; start with the visible detail, then a different close-up of the same object.",Flex a siped tread block against a surface.,reviewed,"{""reviewed_at"": ""2026-09-16T10:38:58.699860+00:00"", ""method"": ""Editorial comparison of stated mechanism with retrieved primary text"", ""finding"": ""Winter tyre sipes and block edges grip and pack snow into pockets; too many sipes would reduce tread-block stability on dry roads."", ""scope"": ""Winter tyre example; summer tyres use different stiffness and traction priorities.""}","{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 3, ""visuals"": 3}",,"[{""url"": ""https://www.continental-tires.com/about-us/stories/tire-treads/"", ""publisher"": ""continental-tires.com"", ""passage"": ""The block and sipe edges of a winter tire pack snow into the tread, creating numerous gripping edges and snow pockets."", ""retrieved_at"": ""2026-09-16T10:36:46.659105+00:00""}]",tyres,mechanism-9eb78bd27e14a99d
transport-015,transport,travel,Why worn tyres reveal small bridges across the grooves,worn tyres reveal small bridges across the grooves,Moulded wear indicators sit inside tread grooves and become flush with the tread as the tyre wears.,Tread-wear indicators are moulded at a specified height within the grooves.,Moulded wear-indicator example; do not present one jurisdiction's legal depth as universal.,Global where the specified design is used,"Film worn tyres reveal small bridges across the grooves; start with the visible detail, then a different close-up of the same object.",Lower tread around a wear indicator.,reviewed,"{""reviewed_at"": ""2026-09-16T10:38:58.699860+00:00"", ""method"": ""Editorial comparison of stated mechanism with retrieved primary text"", ""finding"": ""Moulded wear indicators sit inside tread grooves and become flush with the tread as the tyre wears."", ""scope"": ""Moulded wear-indicator example; do not present one jurisdiction's legal depth as universal.""}","{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 3, ""visuals"": 3}",,"[{""url"": ""https://middle-east.michelin.com/en/auto/advice/change-tyres/tyre-wear"", ""publisher"": ""michelin.com"", ""passage"": ""When the height of the tread is flush with the tyre wear indicators"", ""retrieved_at"": ""2026-09-16T10:36:48.357133+00:00""}]",tyres,mechanism-593ceacd207e303f
transport-016,transport,travel,Why tyre pressure rises after driving,tyre pressure rises after driving,Warming the contained gas increases its pressure as the tyre operates.,Warming the contained gas increases its pressure as the tyre operates.,The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film tyre pressure rises after driving; start with the visible detail, then a different close-up of the same object.",Compare cold and warm tyre pressure diagrams.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://middle-east.michelin.com/en/auto/advice/tyre-pressure/check-tyre-pressure"", ""publisher"": ""michelin.com""}, {""url"": ""https://metro.michelin.com/wp-content/uploads/2018/10/Guide-PMR-20000_en.pdf"", ""publisher"": ""michelin.com""}, {""url"": ""https://middle-east.michelin.com/en/auto/advice/tyre-pressure/inflate-tyres"", ""publisher"": ""michelin.com""}]",tyres,mechanism-9db24f6e6e85f1cb
transport-017,transport,travel,Why a slow tyre leak can become a dashboard warning later,a slow tyre leak can become a dashboard warning later,Monitoring systems detect pressure or wheel-behaviour changes only under their operating conditions.,Monitoring systems detect pressure or wheel-behaviour changes only under their operating conditions.,The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film a slow tyre leak can become a dashboard warning later; start with the visible detail, then a different close-up of the same object.",Compare direct sensing and indirect wheel-speed sensing.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://www.continental.com/en/press/press-releases/20230803-real-time-digital-tire-monitoring/"", ""publisher"": ""continental.com""}, {""url"": ""https://www.continental.com/fileadmin/__imported/sites/corporate/_international/english/hubpages/10_20press/01_press_releases/06_20cvt/001_white_papers_cvt/150426_safety_by_continental_whitepaper_1__1_.pdf"", ""publisher"": ""continental.com""}, {""url"": ""https://www.continental.com/fileadmin/__imported/sites/corporate/_international/english/hubpages/30_20investors/30_20reports/annual_20reports/downloads/annual_20report_202005.pdf"", ""publisher"": ""continental.com""}]",tyres,mechanism-0ad0ff13f0995c6e
transport-018,transport,travel,Why car wheels have tiny metal blocks stuck inside,car wheels have tiny metal blocks stuck inside,Precisely placed small weights correct wheel-and-tyre imbalance that would otherwise cause vibration as it rotates.,"Those little blocks are deliberately placed corrections, not leftover manufacturing tabs.","Wheel and tyre balancing as described by Hunter; weights address imbalance, not every cause of vibration. No DIY wheel servicing instruction.",Global where the specified design is used,"Close shot of adhesive weights inside a parked wheel, followed by a different workshop balancing-machine shot with permission.","Show an off-centre mass on a rotating wheel, then a small opposing correction; label illustrative and do not imply every vibration has this cause.",reviewed,"{""reviewed_at"": ""2026-09-18T02:36:40.668226+00:00"", ""method"": ""Editorial comparison of stated mechanism with retrieved primary text"", ""finding"": ""Precisely placed small weights correct wheel-and-tyre imbalance that would otherwise cause vibration as it rotates."", ""scope"": ""Wheel and tyre balancing as described by Hunter; weights address imbalance, not every cause of vibration. No DIY wheel servicing instruction.""}","{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 3, ""visuals"": 3}",,"[{""url"": ""https://www.hunter.com/en-int/wheel-balancers/smartweight/"", ""publisher"": ""hunter.com"", ""passage"": ""We balance wheels to cancel out the uncomfortable vibration when an unbalanced wheel is traveling at speed."", ""retrieved_at"": ""2026-09-16T10:36:56.905283+00:00""}]",wheel-balancing,mechanism-ac3563a0c785485c
transport-019,transport,travel,Why wheels have ventilation openings near the brakes,wheels have ventilation openings near the brakes,"Wheel geometry permits airflow and accommodates mass, strength and brake-clearance needs.","Wheel geometry permits airflow and accommodates mass, strength and brake-clearance needs.",The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film wheels have ventilation openings near the brakes; start with the visible detail, then a different close-up of the same object.",Show airflow through an example wheel to the brake.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://www.brembo.com/en/motorsport/formula1/f1-brake-ventilation"", ""publisher"": ""brembo.com""}, {""url"": ""https://www.brembo.com/en/motorsport/formula1/ventilation-holes"", ""publisher"": ""brembo.com""}, {""url"": ""https://www.brembo.com/en/news-archive/20-years-f1-brake-discs"", ""publisher"": ""brembo.com""}]",wheels-have-ventilation-openings-near-the-brakes,mechanism-4d876b9952b95d8d
transport-020,transport,travel,Why some brake discs have holes right where the pads rub,some brake discs have holes right where the pads rub,Surface holes can interrupt water lying between a brake disc and its pad; outward-facing slots help disperse that water.,"The openings meet the pad itself: their role includes clearing the contact surface, not only decorating or cooling the wheel.",The surface holes and slots described for Brembo discs; distinguish these from internal cooling channels. No claim that every drilled disc is superior.,Global where the specified design is used,"Macro of a stationary drilled rotor through wheel spokes, then a separate view of its swept braking surface.",Transparent pad sweeps across an illustrative water film; a hole interrupts the film and a radial slot provides a path outward. Separate surface features from internal vents.,reviewed,"{""reviewed_at"": ""2026-09-18T02:36:40.668226+00:00"", ""method"": ""Editorial comparison of stated mechanism with retrieved primary text"", ""finding"": ""Surface holes can interrupt water lying between a brake disc and its pad; outward-facing slots help disperse that water."", ""scope"": ""The surface holes and slots described for Brembo discs; distinguish these from internal cooling channels. No claim that every drilled disc is superior.""}","{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 3, ""visuals"": 3}",,"[{""url"": ""https://www.brembo.com/en/news-archive/disc-drilled-or-slotted"", ""publisher"": ""brembo.com"", ""passage"": ""The holes also interrupts the sheet of water that can deposit on the braking surface in the rain."", ""retrieved_at"": ""2026-09-16T10:37:00.705140+00:00""}]",brake-discs,mechanism-5959e93ab9517efc
transport-021,transport,travel,Why your brake pedal can kick back during a hard stop,your brake pedal can kick back during a hard stop,Wheel-speed sensors let ABS detect impending wheel lock. Valves reduce and restore pressure at that wheel; this cycling can be felt as pedal pulses.,The apparent kickback can come from automatic pressure cycling rather than a foot deliberately pumping the pedal.,Hydraulic ABS systems of the kind described by Bosch; pedal feedback varies. Do not stage emergency braking or diagnose every pedal vibration as normal.,Global where the specified design is used,Parked-car pedal close-up and a distinct licensed ABS test clip; no newly staged road emergency.,Animate wheel-speed signal into a valve that releases and reapplies brake pressure as wheel rotation recovers. Use no unsupported cycle frequency.,reviewed,"{""reviewed_at"": ""2026-09-18T02:36:40.669963+00:00"", ""method"": ""Editorial comparison of stated mechanism with retrieved primary text"", ""finding"": ""Wheel-speed sensors let ABS detect impending wheel lock. Valves reduce and restore pressure at that wheel; this cycling can be felt as pedal pulses."", ""scope"": ""Hydraulic ABS systems of the kind described by Bosch; pedal feedback varies. Do not stage emergency braking or diagnose every pedal vibration as normal.""}","{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 3, ""visuals"": 3}",,"[{""url"": ""https://www.bosch-mobility.com/en/solutions/driving-safety/antilock-braking-system/"", ""publisher"": ""bosch-mobility.com"", ""passage"": ""Depending on the particular system, the brake pedal may pulsate."", ""retrieved_at"": ""2026-09-16T10:37:05.057383+00:00""}]",antilock-braking,mechanism-b27b1a25ae1fbfcf
transport-022,transport,travel,Why an electric car slows when you lift your foot,an electric car slows when you lift your foot,Regenerative braking can use the motor as a generator under enabled driving settings.,Regenerative braking can use the motor as a generator under enabled driving settings.,The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film an electric car slows when you lift your foot; start with the visible detail, then a different close-up of the same object.",Reverse energy flow from wheels to battery.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://www.tesla.com/ownersmanual/2020_2024_modely/en_us/Owners_Manual.pdf"", ""publisher"": ""tesla.com""}, {""url"": ""https://www.tesla.com/ownersmanual/2012_2020_models/en_sg/GUID-1281224A-5CF8-45D1-9536-83C5DC120386.html"", ""publisher"": ""tesla.com""}, {""url"": ""https://www.tesla.com/ownersmanual/models/en_us/GUID-3DFFB071-C0F6-474D-8A45-17BE1A006365.html"", ""publisher"": ""tesla.com""}]",an-electric-car-slows-when-you-lift-your-foot,mechanism-38a3bbd3b6ee0b2e
transport-023,transport,travel,Why regenerative braking can weaken with a full battery,regenerative braking can weaken with a full battery,The battery may have limited capacity to accept additional charging power.,The battery may have limited capacity to accept additional charging power.,Tesla Roadster documented example; other vehicles and brake-blending settings may behave differently. No numerical temperature or driving advice.,Global where the specified design is used,"Film regenerative braking can weaken with a full battery; start with the visible detail, then a different close-up of the same object.",Show the energy-acceptance limit near full charge.,reviewed,"{""reviewed_at"": ""2026-09-16T15:26:06.922900+00:00"", ""method"": ""Editorial comparison of stated mechanism with retrieved primary text"", ""finding"": ""The battery may have limited capacity to accept additional charging power."", ""scope"": ""Tesla Roadster documented example; other vehicles and brake-blending settings may behave differently. No numerical temperature or driving advice.""}","{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 3, ""visuals"": 3}",,"[{""url"": ""https://service.tesla.com/docs/Public/Roadster/TheoryOp/1.2.5/do/39.html"", ""publisher"": ""tesla.com"", ""passage"": ""When the battery is near maximum capacity, the regen will be limited to ensure the maximum capacity of the battery is not exceeded."", ""retrieved_at"": ""2026-09-16T10:37:06.302687+00:00""}]",cans,mechanism-8d4a7e7a35481082
transport-024,transport,travel,Why an electric car makes an artificial low-speed sound,an electric car makes an artificial low-speed sound,Pedestrian warning systems provide audible presence when propulsion noise is low.,Pedestrian warning systems provide audible presence when propulsion noise is low.,The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film an electric car makes an artificial low-speed sound; start with the visible detail, then a different close-up of the same object.",Compare low-speed vehicle sound with warning active.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://www.nhtsa.gov/sites/nhtsa.gov/files/quietcar-noi-draft.pdf"", ""publisher"": ""nhtsa.gov""}, {""url"": ""https://www.nhtsa.gov/sites/nhtsa.gov/files/documents/812347-minimumsoundrequirements.pdf"", ""publisher"": ""nhtsa.gov""}, {""url"": ""https://www.nhtsa.gov/sites/nhtsa.gov/files/documents/quietcar_finalrule_11142016.pdf"", ""publisher"": ""nhtsa.gov""}]",an-electric-car-makes-an-artificial-low-speed-sound,mechanism-14aa1d812e53bb7d
transport-025,transport,travel,Why cruise control behaves differently downhill,cruise control behaves differently downhill,Some systems only reduce drive power while others can apply braking.,Some systems only reduce drive power while others can apply braking.,The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film cruise control behaves differently downhill; start with the visible detail, then a different close-up of the same object.",Compare two downhill speed-control strategies.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://performanceparts.ford.com/download/charts/Fuel_Injectors_and_Adaptors.pdf"", ""publisher"": ""ford.com""}, {""url"": ""https://performanceparts.ford.com/download/instructionsheets/IS_M-6066-F150SCA_082024.PDF"", ""publisher"": ""ford.com""}, {""url"": ""https://performanceparts.ford.com/download/instructionsheets/IS_M-6066-M8800_080624.PDF"", ""publisher"": ""ford.com""}]",cruise-control-behaves-differently-downhill,mechanism-d6c937b1847becbe
transport-026,transport,travel,Why a seatbelt locks if you pull it suddenly,a seatbelt locks if you pull it suddenly,An emergency-locking retractor responds to rapid webbing movement or vehicle deceleration.,An emergency-locking retractor responds to rapid webbing movement or vehicle deceleration.,The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film a seatbelt locks if you pull it suddenly; start with the visible detail, then a different close-up of the same object.",Show a pawl engaging the reel.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://www.autoliv.com/seatbelt"", ""publisher"": ""autoliv.com""}, {""url"": ""https://www.autoliv.com/node/1807"", ""publisher"": ""autoliv.com""}, {""url"": ""https://www.autoliv.com/sites/autoliv/files/pr/alv_annual_report_2008_eng.pdf"", ""publisher"": ""autoliv.com""}]",a-seatbelt-locks-if-you-pull-it-suddenly,mechanism-a931a48bccf4cb16
transport-027,transport,travel,Why a seatbelt can retract slowly near the end,a seatbelt can retract slowly near the end,Retraction depends on spring force and friction along the belt path.,Retraction depends on spring force and friction along the belt path.,The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film a seatbelt can retract slowly near the end; start with the visible detail, then a different close-up of the same object.",Compare spring torque with belt-path friction.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://www.autoliv.com/press/autoliv-announces-new-adaptable-seatbelt-1291821"", ""publisher"": ""autoliv.com""}, {""url"": ""https://www.autoliv.com/seatbelt"", ""publisher"": ""autoliv.com""}, {""url"": ""https://www.autoliv.com/sites/autoliv/files/pr/200906162199-2.pdf?ts=1763374288"", ""publisher"": ""autoliv.com""}]",cans,mechanism-f2644d117441f080
transport-028,transport,travel,Why fuel doors are on different sides of cars,fuel doors are on different sides of cars,Vehicle packaging and manufacturer design choices determine filler placement.,Vehicle packaging and manufacturer design choices determine filler placement.,The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film fuel doors are on different sides of cars; start with the visible detail, then a different close-up of the same object.",Compare two platform layouts without inventing one universal reason.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://www.caribe.ford.com/content/dam/Ford/website-assets/cca/cca-compartido/brochures-caribe/ford-caribbean-bronco-2022-brochure-download-eng.pdf"", ""publisher"": ""ford.com""}, {""url"": ""https://corporate.ford.com/microsites/sustainability-report-2020/assets/files/sr16.pdf"", ""publisher"": ""ford.com""}, {""url"": ""https://media.ford.com/content/fordmedia/feu/de/en/news/2021/03/11/less-is-more--how-a-new-design-approach-changed-the-view-from-th.html"", ""publisher"": ""ford.com""}]",doors,mechanism-99f91a67f51fbd07
transport-029,transport,travel,Why a fuel pump stops before fuel spills out,a fuel pump stops before fuel spills out,A sensing passage and pressure change trigger the nozzle's automatic shutoff.,A sensing passage and pressure change trigger the nozzle's automatic shutoff.,The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film a fuel pump stops before fuel spills out; start with the visible detail, then a different close-up of the same object.",Trace air through the nozzle sensing port.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://www.opwglobal.com/products/us/standard-dispensing-equipment/automatic-nozzles-gas-station/11a-and-11b-automatic-nozzles"", ""publisher"": ""opwglobal.com""}, {""url"": ""https://www.opwglobal.com/products/us/retail-fueling-products/standard-dispensing-equipment/automatic-nozzles-gas-station/extreme-cold-weather-approved-nozzles"", ""publisher"": ""opwglobal.com""}, {""url"": ""https://www.opwglobal.com/products/us/retail-fueling-products/above-ground-products/standard-dispensing-equipment/automatic-nozzles-gas-station/11a-and-11b-automatic-nozzles"", ""publisher"": ""opwglobal.com""}]",a-fuel-pump-stops-before-fuel-spills-out,mechanism-aac08f0ed2b0d0b9
transport-030,transport,travel,Why a car horn sounds like more than one note,a car horn sounds like more than one note,Some horn assemblies combine tones to create their intended acoustic character.,Some horn assemblies combine tones to create their intended acoustic character.,The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film a car horn sounds like more than one note; start with the visible detail, then a different close-up of the same object.",Overlay two horn frequencies.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://www.hella.com/lightstyle/in/horns-and-fanfares/"", ""publisher"": ""hella.com""}, {""url"": ""https://www.hella.com/lightstyle/my/horns-and-fanfares/"", ""publisher"": ""hella.com""}, {""url"": ""https://www.hella.com/lightstyle/za/horns-and-fanfares/"", ""publisher"": ""hella.com""}]",a-car-horn-sounds-like-more-than-one-note,mechanism-56caae7e3ea0cd62
